日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20250630,5843,ニッポンインシュア,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20250630,5844,京都フィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20250630,5845,全保連,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20250630,5851,リョービ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄,6,TOPIX Small 1
20250630,5852,アーレスティ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄,-,-
20250630,5856,エルアイイーエイチ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,5857,ＡＲＥホールディングス,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄,6,TOPIX Small 1
20250630,5858,ＳＴＧ,グロース（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄,-,-
20250630,5866,ＷｉｚＢｉｚ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,5867,エスネットワークス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,5868,ロココ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,5869,早稲田学習研究会,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,5870,ナルネットコミュニケーションズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,5871,ＳＯＬＩＺＥ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,5881,サンフェステ,PRO Market,6100,小売業,14,小売,-,-
20250630,5883,ＧＴホールディングス,PRO Market,6050,卸売業,13,商社・卸売,-,-
20250630,5884,クラダシ,グロース（内国株式）,6100,小売業,14,小売,-,-
20250630,5885,ジーデップ・アドバンス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,5886,ＯＯＫＡＢＥ　ＧＬＡＳＳ,PRO Market,6050,卸売業,13,商社・卸売,-,-
20250630,5887,光響,PRO Market,6050,卸売業,13,商社・卸売,-,-
20250630,5888,ＤＡＩＷＡ　ＣＹＣＬＥ,グロース（内国株式）,6100,小売業,14,小売,-,-
20250630,5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,5890,オフィスバスターズ,PRO Market,6100,小売業,14,小売,-,-
20250630,5891,魁力屋,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,5892,ｙｕｔｏｒｉ,グロース（内国株式）,6100,小売業,14,小売,-,-
20250630,5893,ＲＡＶＩＰＡ,PRO Market,6100,小売業,14,小売,-,-
20250630,5900,ダイケン,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5901,東洋製罐グループホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材,4,TOPIX Mid400
20250630,5902,ホッカンホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5903,シンポ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5905,日本製罐,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5906,エムケー精工,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5909,コロナ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5911,横河ブリッジホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20250630,5915,駒井ハルテック,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5918,瀧上工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5921,川岸工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5922,那須電機鉄工,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5923,高田機工,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5928,アルメタックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5929,三和ホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材,4,TOPIX Mid400
20250630,5930,文化シヤッター,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20250630,5932,三協立山,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5933,アルインコ,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5936,東洋シヤッター,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5938,ＬＩＸＩＬ,プライム（内国株式）,3550,金属製品,3,建設・資材,4,TOPIX Mid400
20250630,5939,大谷工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5940,不二サッシ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5941,中西製作所,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5942,日本フイルコン,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5943,ノーリツ,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20250630,5945,天龍製鋸,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5946,長府製作所,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5947,リンナイ,プライム（内国株式）,3550,金属製品,3,建設・資材,4,TOPIX Mid400
20250630,5949,ユニプレス,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,6,TOPIX Small 1
20250630,5950,日本パワーファスニング,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5951,ダイニチ工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5952,アマテイ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5955,ワイズホールディングス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5956,トーソー,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5957,日東精工,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5958,三洋工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5959,岡部,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5962,浅香工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20250630,5965,フジマック,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5966,京都機械工具,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5967,ＴＯＮＥ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5969,ロブテックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5970,ジーテクト,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20250630,5971,共和工業所,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5973,トーアミ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5974,中国工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5975,東プレ,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20250630,5976,高周波熱錬,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5981,東京製綱,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5982,マルゼン,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5983,イワブチ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5984,兼房,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5985,サンコール,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5986,モリテック　スチール,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5987,オーネックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5988,パイオラックス,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20250630,5989,エイチワン,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5990,スーパーツール,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5991,日本発條,プライム（内国株式）,3550,金属製品,3,建設・資材,4,TOPIX Mid400
20250630,5992,中央発條,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20250630,5994,ファインシンター,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5997,協立エアテック,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,5998,アドバネクス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,6005,三浦工業,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20250630,6013,タクマ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20250630,6016,ジャパンエンジンコーポレーション,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20250630,6018,阪神内燃機工業,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20250630,6022,赤阪鐵工所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20250630,6023,ダイハツインフィニアース,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20250630,6026,ＧＭＯ　ＴＥＣＨ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,6027,弁護士ドットコム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,6028,テクノプロ・ホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20250630,6029,アトラグループ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,6030,アドベンチャー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,6031,ＺＥＴＡ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,6033,エクストリーム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,6034,ＭＲＴ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,6035,アイ・アールジャパンホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,6036,ＫｅｅＰｅｒ技研,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20250630,6037,楽待,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,6038,イード,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,6039,日本動物高度医療センター,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,6040,日本スキー場開発,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,6042,ニッキ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
